film,sort_type,review,sentiment,normalized_review
Oldboy,lowest,"i doubt if not for the existence of tara 'n tino you all would be able to say anything about it, the philosophical question to ponder ignited by the film was met with a swift answer in my head just seconds post the presentation of the aforementioned dillemma, the answear formed in a question: i see but why? anticlimactic, so cool tho punchy punchy manly man le epic western (?) stylei see only two possible explanations:1 - someoneâ€¦",neutral,i doubt if not for the existence of tara n tino you all would be able to say anything about it the philosophical question to ponder ignited by the film was met with a swift answer in my head just seconds post the presentation of the aforementioned dillemma the answear formed in a question i see but why anticlimactic so cool tho punchy punchy manly man le epic western stylei see only two possible explanations someone
Oldboy,highest,"oh wow -oh godâ€¦the twist was like my first thought in the restaurant, but then i forgor..",neutral,oh wow oh god the twist was like my first thought in the restaurant but then i forgor
Oldboy,highest,weâ€™re just a bunch of old boys after all,neutral,we re just a bunch of old boys after all
Oldboy,highest,Best revenge movie and one of the best film in history.,positive,best revenge movie and one of the best film in history
Oldboy,highest,Holy fuck this shit is amazing damn better than resevoir dog,positive,holy fuck this shit is amazing damn better than resevoir dog
Oldboy,highest,Imagine hooking up with someone after being held captive just to find out that sheâ€™s your daughter,neutral,imagine hooking up with someone after being held captive just to find out that she s your daughter
Oldboy,highest,"Great cinematography!Tough story, but such a great effort.",positive,great cinematography tough story but such a great effort
Oldboy,highest,Watched this for the first time on a crappy old TV with close friends and it changed the way I experience films forever. Insanely immersive film every watch. You canâ€™t look away!!! ðŸ«£,positive,watched this for the first time on a crappy old tv with close friends and it changed the way i experience films forever insanely immersive film every watch you can t look away
Oldboy,highest,"""why are still here...just to suffer?""But real talk, probably the best fight sequence in a corridor ever put to film.",positive,why are still here just to suffer but real talk probably the best fight sequence in a corridor ever put to film
Oldboy,highest,"Fight fire with fire, or in Li Woo-jinâ€™s case",neutral,
The Master,lowest,Never getting those hours of my life back. Stacked cast but no substance at all,negative,never getting those hours of my life back stacked cast but no substance at all
The Master,lowest,"This picture uses PTSD as an excuse for the lead to be an asshole. Reductive and harmful representation. I've got PTSD and you don't see me walking around like a violent little shit. Also, considering women are TWICE as likely to have PTSD it's actually egregious that PTAnderson decided to make the movie (that has nothing to do with women) insist on objectifing women.Make a movie about specifically male-experienced, war-related PTSD--great idea!-- YOU DONT HAVE TO SACRIFICE YOUR FEMALE AUDIENCE TO MAKE A MOVIE IMPACTFULðŸ–•",negative,this picture uses ptsd as an excuse for the lead to be an asshole reductive and harmful representation i ve got ptsd and you don t see me walking around like a violent little shit also considering women are twice as likely to have ptsd it s actually egregious that ptanderson decided to make the movie that has nothing to do with women insist on objectifing women make a movie about specifically male experienced war related ptsd great idea you dont have to sacrifice your female audience to make a movie impactful
